['features', 'avgpool', 'classifier']
******** Training ********
tensor(1.8030, grad_fn=<NllLossBackward0>)
tensor(0.2233, grad_fn=<NllLossBackward0>)
tensor(1.2699, grad_fn=<NllLossBackward0>)
tensor(0.2072, grad_fn=<NllLossBackward0>)
tensor(0.2958, grad_fn=<NllLossBackward0>)
tensor(0.3377, grad_fn=<NllLossBackward0>)
tensor(0.2653, grad_fn=<NllLossBackward0>)
tensor(1.7262, grad_fn=<NllLossBackward0>)
tensor(0.2931, grad_fn=<NllLossBackward0>)
tensor(0.2026, grad_fn=<NllLossBackward0>)
tensor(0.1925, grad_fn=<NllLossBackward0>)
tensor(2.1976, grad_fn=<NllLossBackward0>)
tensor(2.5689, grad_fn=<NllLossBackward0>)
tensor(1.3688, grad_fn=<NllLossBackward0>)
tensor(0.6765, grad_fn=<NllLossBackward0>)
tensor(2.6658, grad_fn=<NllLossBackward0>)
tensor(0.5793, grad_fn=<NllLossBackward0>)
tensor(0.7466, grad_fn=<NllLossBackward0>)
tensor(0.3201, grad_fn=<NllLossBackward0>)
tensor(0.7548, grad_fn=<NllLossBackward0>)
tensor(1.0570, grad_fn=<NllLossBackward0>)
tensor(1.0056, grad_fn=<NllLossBackward0>)
tensor(1.1893, grad_fn=<NllLossBackward0>)
tensor(1.4899, grad_fn=<NllLossBackward0>)
tensor(0.4106, grad_fn=<NllLossBackward0>)
tensor(1.5012, grad_fn=<NllLossBackward0>)
tensor(0.7535, grad_fn=<NllLossBackward0>)
tensor(0.9649, grad_fn=<NllLossBackward0>)
tensor(0.2843, grad_fn=<NllLossBackward0>)
tensor(1.4435, grad_fn=<NllLossBackward0>)
tensor(1.7042, grad_fn=<NllLossBackward0>)
tensor(0.8106, grad_fn=<NllLossBackward0>)
tensor(1.1794, grad_fn=<NllLossBackward0>)
tensor(1.3325, grad_fn=<NllLossBackward0>)
tensor(1.4408, grad_fn=<NllLossBackward0>)
tensor(0.4368, grad_fn=<NllLossBackward0>)
tensor(0.6972, grad_fn=<NllLossBackward0>)
tensor(0.9065, grad_fn=<NllLossBackward0>)
tensor(0.6419, grad_fn=<NllLossBackward0>)
tensor(0.7734, grad_fn=<NllLossBackward0>)
tensor(0.5139, grad_fn=<NllLossBackward0>)
tensor(0.5253, grad_fn=<NllLossBackward0>)
tensor(0.4942, grad_fn=<NllLossBackward0>)
tensor(1.9097, grad_fn=<NllLossBackward0>)
tensor(0.1433, grad_fn=<NllLossBackward0>)
tensor(0.2372, grad_fn=<NllLossBackward0>)
tensor(0.0904, grad_fn=<NllLossBackward0>)
tensor(2.2237, grad_fn=<NllLossBackward0>)
tensor(0.2940, grad_fn=<NllLossBackward0>)
tensor(0.1299, grad_fn=<NllLossBackward0>)
tensor(0.2149, grad_fn=<NllLossBackward0>)
tensor(1.0117, grad_fn=<NllLossBackward0>)
tensor(0.0555, grad_fn=<NllLossBackward0>)
tensor(0.0690, grad_fn=<NllLossBackward0>)
tensor(0.0462, grad_fn=<NllLossBackward0>)
tensor(0.0632, grad_fn=<NllLossBackward0>)
tensor(0.0090, grad_fn=<NllLossBackward0>)
tensor(0.0239, grad_fn=<NllLossBackward0>)
tensor(0.0142, grad_fn=<NllLossBackward0>)
tensor(0.0172, grad_fn=<NllLossBackward0>)
tensor(0.0116, grad_fn=<NllLossBackward0>)
tensor(0.0044, grad_fn=<NllLossBackward0>)
tensor(0.0060, grad_fn=<NllLossBackward0>)
tensor(0.0045, grad_fn=<NllLossBackward0>)
tensor(0.0027, grad_fn=<NllLossBackward0>)
tensor(5.6977, grad_fn=<NllLossBackward0>)
tensor(0.0055, grad_fn=<NllLossBackward0>)
tensor(0.0213, grad_fn=<NllLossBackward0>)
tensor(0.1252, grad_fn=<NllLossBackward0>)
tensor(3.4447, grad_fn=<NllLossBackward0>)
tensor(0.1614, grad_fn=<NllLossBackward0>)
tensor(0.3165, grad_fn=<NllLossBackward0>)
tensor(2.7436, grad_fn=<NllLossBackward0>)
tensor(0.3294, grad_fn=<NllLossBackward0>)
tensor(0.4305, grad_fn=<NllLossBackward0>)
tensor(1.5243, grad_fn=<NllLossBackward0>)
tensor(1.4402, grad_fn=<NllLossBackward0>)
tensor(0.9427, grad_fn=<NllLossBackward0>)
tensor(0.7702, grad_fn=<NllLossBackward0>)
tensor(0.8904, grad_fn=<NllLossBackward0>)
tensor(0.6930, grad_fn=<NllLossBackward0>)
tensor(1.6754, grad_fn=<NllLossBackward0>)
tensor(0.6289, grad_fn=<NllLossBackward0>)
1  train Loss: 1.0366 Acc: 0.7148
******** Training ********
1  train Loss: 0.9342 Acc: 0.6224


98it [00:06, 15.80it/s]



















596it [00:37, 16.04it/s]
******** Training ********
tensor(1.5601, grad_fn=<NllLossBackward0>)
tensor(0.4570, grad_fn=<NllLossBackward0>)
tensor(0.4503, grad_fn=<NllLossBackward0>)
tensor(1.7161, grad_fn=<NllLossBackward0>)
tensor(0.4248, grad_fn=<NllLossBackward0>)
tensor(0.3938, grad_fn=<NllLossBackward0>)
tensor(0.4381, grad_fn=<NllLossBackward0>)
tensor(1.8458, grad_fn=<NllLossBackward0>)
tensor(1.6792, grad_fn=<NllLossBackward0>)
tensor(0.3559, grad_fn=<NllLossBackward0>)
tensor(1.9844, grad_fn=<NllLossBackward0>)
tensor(0.4024, grad_fn=<NllLossBackward0>)
tensor(1.7268, grad_fn=<NllLossBackward0>)
tensor(0.4867, grad_fn=<NllLossBackward0>)
tensor(0.5612, grad_fn=<NllLossBackward0>)
tensor(1.3616, grad_fn=<NllLossBackward0>)
tensor(0.4978, grad_fn=<NllLossBackward0>)
tensor(0.6547, grad_fn=<NllLossBackward0>)
tensor(0.4268, grad_fn=<NllLossBackward0>)
tensor(0.3880, grad_fn=<NllLossBackward0>)
tensor(1.4474, grad_fn=<NllLossBackward0>)
tensor(0.3100, grad_fn=<NllLossBackward0>)
tensor(1.3240, grad_fn=<NllLossBackward0>)
tensor(0.3155, grad_fn=<NllLossBackward0>)
tensor(0.0314, grad_fn=<NllLossBackward0>)
tensor(0.1999, grad_fn=<NllLossBackward0>)
tensor(0.0944, grad_fn=<NllLossBackward0>)
tensor(0.0083, grad_fn=<NllLossBackward0>)
tensor(1.6967, grad_fn=<NllLossBackward0>)
tensor(0.0868, grad_fn=<NllLossBackward0>)
tensor(0.2913, grad_fn=<NllLossBackward0>)
tensor(0.0009, grad_fn=<NllLossBackward0>)
tensor(0.0622, grad_fn=<NllLossBackward0>)
tensor(1.3414, grad_fn=<NllLossBackward0>)
tensor(0.0001, grad_fn=<NllLossBackward0>)
tensor(1.9073e-06, grad_fn=<NllLossBackward0>)
tensor(8.6122, grad_fn=<NllLossBackward0>)
tensor(0.0944, grad_fn=<NllLossBackward0>)
tensor(0.5895, grad_fn=<NllLossBackward0>)
tensor(0.3209, grad_fn=<NllLossBackward0>)
tensor(1.1110, grad_fn=<NllLossBackward0>)
tensor(1.0345, grad_fn=<NllLossBackward0>)
tensor(1.0284, grad_fn=<NllLossBackward0>)
tensor(0.9587, grad_fn=<NllLossBackward0>)
tensor(0.8282, grad_fn=<NllLossBackward0>)
tensor(0.8346, grad_fn=<NllLossBackward0>)
tensor(0.6902, grad_fn=<NllLossBackward0>)
tensor(0.9243, grad_fn=<NllLossBackward0>)
tensor(0.6412, grad_fn=<NllLossBackward0>)
tensor(0.5790, grad_fn=<NllLossBackward0>)
tensor(0.4261, grad_fn=<NllLossBackward0>)
tensor(0.4420, grad_fn=<NllLossBackward0>)
tensor(0.4033, grad_fn=<NllLossBackward0>)
tensor(0.3741, grad_fn=<NllLossBackward0>)
tensor(1.9716, grad_fn=<NllLossBackward0>)
tensor(1.7947, grad_fn=<NllLossBackward0>)
tensor(0.3333, grad_fn=<NllLossBackward0>)
tensor(0.3362, grad_fn=<NllLossBackward0>)
tensor(0.3179, grad_fn=<NllLossBackward0>)
tensor(0.3146, grad_fn=<NllLossBackward0>)
tensor(0.2736, grad_fn=<NllLossBackward0>)
tensor(0.2259, grad_fn=<NllLossBackward0>)
tensor(0.2181, grad_fn=<NllLossBackward0>)
tensor(0.1821, grad_fn=<NllLossBackward0>)
tensor(2.3862, grad_fn=<NllLossBackward0>)
tensor(0.2656, grad_fn=<NllLossBackward0>)
tensor(1.9733, grad_fn=<NllLossBackward0>)
tensor(2.1678, grad_fn=<NllLossBackward0>)
tensor(0.3010, grad_fn=<NllLossBackward0>)
tensor(0.3292, grad_fn=<NllLossBackward0>)
tensor(0.3506, grad_fn=<NllLossBackward0>)
tensor(0.3008, grad_fn=<NllLossBackward0>)
tensor(0.3252, grad_fn=<NllLossBackward0>)
tensor(2.2324, grad_fn=<NllLossBackward0>)
tensor(0.2561, grad_fn=<NllLossBackward0>)
tensor(0.3574, grad_fn=<NllLossBackward0>)
tensor(0.1836, grad_fn=<NllLossBackward0>)
tensor(0.2201, grad_fn=<NllLossBackward0>)
tensor(0.2534, grad_fn=<NllLossBackward0>)
tensor(0.2594, grad_fn=<NllLossBackward0>)
tensor(0.5565, grad_fn=<NllLossBackward0>)
tensor(0.1475, grad_fn=<NllLossBackward0>)
tensor(0.1476, grad_fn=<NllLossBackward0>)
tensor(0.1609, grad_fn=<NllLossBackward0>)
tensor(0.1175, grad_fn=<NllLossBackward0>)
tensor(0.0813, grad_fn=<NllLossBackward0>)
tensor(0.0846, grad_fn=<NllLossBackward0>)
tensor(0.0594, grad_fn=<NllLossBackward0>)
tensor(0.0523, grad_fn=<NllLossBackward0>)
tensor(0.0638, grad_fn=<NllLossBackward0>)
tensor(0.0302, grad_fn=<NllLossBackward0>)
tensor(0.0400, grad_fn=<NllLossBackward0>)
tensor(0.0523, grad_fn=<NllLossBackward0>)
tensor(0.0240, grad_fn=<NllLossBackward0>)
tensor(0.0160, grad_fn=<NllLossBackward0>)
tensor(0.0101, grad_fn=<NllLossBackward0>)
tensor(5.0904, grad_fn=<NllLossBackward0>)
tensor(0.0147, grad_fn=<NllLossBackward0>)
tensor(0.0167, grad_fn=<NllLossBackward0>)
tensor(3.8128, grad_fn=<NllLossBackward0>)
tensor(2.8156, grad_fn=<NllLossBackward0>)
tensor(0.0806, grad_fn=<NllLossBackward0>)
tensor(0.1433, grad_fn=<NllLossBackward0>)
tensor(0.3687, grad_fn=<NllLossBackward0>)
tensor(0.3495, grad_fn=<NllLossBackward0>)
tensor(0.2607, grad_fn=<NllLossBackward0>)
tensor(1.7136, grad_fn=<NllLossBackward0>)
tensor(0.4007, grad_fn=<NllLossBackward0>)
tensor(0.4981, grad_fn=<NllLossBackward0>)
tensor(0.4425, grad_fn=<NllLossBackward0>)
tensor(0.3797, grad_fn=<NllLossBackward0>)
tensor(0.2650, grad_fn=<NllLossBackward0>)
tensor(0.1784, grad_fn=<NllLossBackward0>)
tensor(0.2200, grad_fn=<NllLossBackward0>)
tensor(2.6266, grad_fn=<NllLossBackward0>)
tensor(0.1552, grad_fn=<NllLossBackward0>)
tensor(0.2527, grad_fn=<NllLossBackward0>)
tensor(0.2515, grad_fn=<NllLossBackward0>)
tensor(0.1977, grad_fn=<NllLossBackward0>)
tensor(0.1674, grad_fn=<NllLossBackward0>)
tensor(0.2086, grad_fn=<NllLossBackward0>)
tensor(0.2260, grad_fn=<NllLossBackward0>)
tensor(0.1444, grad_fn=<NllLossBackward0>)
tensor(0.1513, grad_fn=<NllLossBackward0>)
tensor(2.7301, grad_fn=<NllLossBackward0>)
tensor(0.1330, grad_fn=<NllLossBackward0>)
tensor(0.1538, grad_fn=<NllLossBackward0>)
tensor(0.1863, grad_fn=<NllLossBackward0>)
tensor(0.1287, grad_fn=<NllLossBackward0>)
tensor(0.1221, grad_fn=<NllLossBackward0>)
tensor(2.6819, grad_fn=<NllLossBackward0>)
tensor(2.5378, grad_fn=<NllLossBackward0>)
tensor(0.1575, grad_fn=<NllLossBackward0>)
tensor(0.2048, grad_fn=<NllLossBackward0>)
tensor(2.0121, grad_fn=<NllLossBackward0>)
tensor(0.2968, grad_fn=<NllLossBackward0>)
tensor(1.4323, grad_fn=<NllLossBackward0>)
tensor(0.3083, grad_fn=<NllLossBackward0>)
tensor(0.4788, grad_fn=<NllLossBackward0>)
tensor(0.2403, grad_fn=<NllLossBackward0>)
tensor(0.2206, grad_fn=<NllLossBackward0>)
tensor(0.2771, grad_fn=<NllLossBackward0>)
tensor(0.4641, grad_fn=<NllLossBackward0>)
tensor(0.3218, grad_fn=<NllLossBackward0>)
tensor(0.1291, grad_fn=<NllLossBackward0>)
tensor(0.1666, grad_fn=<NllLossBackward0>)
tensor(0.1210, grad_fn=<NllLossBackward0>)
tensor(1.4889, grad_fn=<NllLossBackward0>)
tensor(0.1315, grad_fn=<NllLossBackward0>)
tensor(2.3313, grad_fn=<NllLossBackward0>)
tensor(0.0932, grad_fn=<NllLossBackward0>)
tensor(2.1973, grad_fn=<NllLossBackward0>)
tensor(0.0736, grad_fn=<NllLossBackward0>)
tensor(1.4649, grad_fn=<NllLossBackward0>)
tensor(1.3940, grad_fn=<NllLossBackward0>)
tensor(1.3028, grad_fn=<NllLossBackward0>)
tensor(0.5430, grad_fn=<NllLossBackward0>)
tensor(0.5520, grad_fn=<NllLossBackward0>)
tensor(0.0465, grad_fn=<NllLossBackward0>)
tensor(0.1128, grad_fn=<NllLossBackward0>)
tensor(0.0983, grad_fn=<NllLossBackward0>)
tensor(0.2008, grad_fn=<NllLossBackward0>)
tensor(0.3912, grad_fn=<NllLossBackward0>)
tensor(1.2516, grad_fn=<NllLossBackward0>)
tensor(0.9567, grad_fn=<NllLossBackward0>)
tensor(0.8234, grad_fn=<NllLossBackward0>)
tensor(0.1134, grad_fn=<NllLossBackward0>)
tensor(0.0511, grad_fn=<NllLossBackward0>)
tensor(0.4385, grad_fn=<NllLossBackward0>)
tensor(0.0435, grad_fn=<NllLossBackward0>)
tensor(0.0124, grad_fn=<NllLossBackward0>)
tensor(0.5745, grad_fn=<NllLossBackward0>)
tensor(0.0019, grad_fn=<NllLossBackward0>)
tensor(0.0099, grad_fn=<NllLossBackward0>)
tensor(0.1612, grad_fn=<NllLossBackward0>)
tensor(9.2145e-05, grad_fn=<NllLossBackward0>)
tensor(4.3895, grad_fn=<NllLossBackward0>)
tensor(5.6028e-06, grad_fn=<NllLossBackward0>)
tensor(0.3540, grad_fn=<NllLossBackward0>)
tensor(0.0002, grad_fn=<NllLossBackward0>)
tensor(0.0064, grad_fn=<NllLossBackward0>)
tensor(0.0006, grad_fn=<NllLossBackward0>)
tensor(11.1619, grad_fn=<NllLossBackward0>)
tensor(4.0726, grad_fn=<NllLossBackward0>)
tensor(0.1277, grad_fn=<NllLossBackward0>)
tensor(0.1777, grad_fn=<NllLossBackward0>)
tensor(0.2359, grad_fn=<NllLossBackward0>)
tensor(0.3126, grad_fn=<NllLossBackward0>)
tensor(1.8319, grad_fn=<NllLossBackward0>)
tensor(0.3182, grad_fn=<NllLossBackward0>)
tensor(0.3288, grad_fn=<NllLossBackward0>)
tensor(1.4223, grad_fn=<NllLossBackward0>)
tensor(0.3743, grad_fn=<NllLossBackward0>)
tensor(0.3979, grad_fn=<NllLossBackward0>)
tensor(1.2758, grad_fn=<NllLossBackward0>)
tensor(1.9250, grad_fn=<NllLossBackward0>)
tensor(0.4768, grad_fn=<NllLossBackward0>)
tensor(0.7356, grad_fn=<NllLossBackward0>)
tensor(0.4391, grad_fn=<NllLossBackward0>)
tensor(0.7565, grad_fn=<NllLossBackward0>)
tensor(0.3412, grad_fn=<NllLossBackward0>)
tensor(0.4359, grad_fn=<NllLossBackward0>)
tensor(0.3750, grad_fn=<NllLossBackward0>)
tensor(0.3293, grad_fn=<NllLossBackward0>)
tensor(0.3707, grad_fn=<NllLossBackward0>)
tensor(1.2297, grad_fn=<NllLossBackward0>)
tensor(0.2382, grad_fn=<NllLossBackward0>)
tensor(0.2630, grad_fn=<NllLossBackward0>)
tensor(0.3540, grad_fn=<NllLossBackward0>)
tensor(0.3335, grad_fn=<NllLossBackward0>)
tensor(0.5755, grad_fn=<NllLossBackward0>)
tensor(0.2294, grad_fn=<NllLossBackward0>)
tensor(1.8165, grad_fn=<NllLossBackward0>)
tensor(0.1918, grad_fn=<NllLossBackward0>)
tensor(0.2422, grad_fn=<NllLossBackward0>)
tensor(0.2358, grad_fn=<NllLossBackward0>)
tensor(0.1814, grad_fn=<NllLossBackward0>)
tensor(0.1728, grad_fn=<NllLossBackward0>)
tensor(0.1698, grad_fn=<NllLossBackward0>)
tensor(0.2294, grad_fn=<NllLossBackward0>)
tensor(0.1354, grad_fn=<NllLossBackward0>)
tensor(0.1312, grad_fn=<NllLossBackward0>)
tensor(0.7376, grad_fn=<NllLossBackward0>)
tensor(0.1144, grad_fn=<NllLossBackward0>)
tensor(0.0860, grad_fn=<NllLossBackward0>)
tensor(0.0879, grad_fn=<NllLossBackward0>)
tensor(2.1036, grad_fn=<NllLossBackward0>)
tensor(0.0760, grad_fn=<NllLossBackward0>)
tensor(0.0810, grad_fn=<NllLossBackward0>)
tensor(0.1544, grad_fn=<NllLossBackward0>)
tensor(0.1009, grad_fn=<NllLossBackward0>)
tensor(0.1264, grad_fn=<NllLossBackward0>)
tensor(0.0475, grad_fn=<NllLossBackward0>)
tensor(0.0534, grad_fn=<NllLossBackward0>)
tensor(0.0455, grad_fn=<NllLossBackward0>)
tensor(0.0733, grad_fn=<NllLossBackward0>)
tensor(0.0357, grad_fn=<NllLossBackward0>)
tensor(0.0317, grad_fn=<NllLossBackward0>)
tensor(0.0417, grad_fn=<NllLossBackward0>)
tensor(0.0274, grad_fn=<NllLossBackward0>)
tensor(0.0203, grad_fn=<NllLossBackward0>)
tensor(0.0209, grad_fn=<NllLossBackward0>)
tensor(0.0358, grad_fn=<NllLossBackward0>)
tensor(1.7868, grad_fn=<NllLossBackward0>)
tensor(0.0160, grad_fn=<NllLossBackward0>)
tensor(1.7713, grad_fn=<NllLossBackward0>)
tensor(0.0230, grad_fn=<NllLossBackward0>)
tensor(2.4638, grad_fn=<NllLossBackward0>)
tensor(0.0388, grad_fn=<NllLossBackward0>)
tensor(0.9399, grad_fn=<NllLossBackward0>)
tensor(0.3477, grad_fn=<NllLossBackward0>)
tensor(0.0544, grad_fn=<NllLossBackward0>)
tensor(0.7840, grad_fn=<NllLossBackward0>)
tensor(0.5596, grad_fn=<NllLossBackward0>)
tensor(0.2292, grad_fn=<NllLossBackward0>)
tensor(0.0965, grad_fn=<NllLossBackward0>)
tensor(0.0464, grad_fn=<NllLossBackward0>)
tensor(0.0147, grad_fn=<NllLossBackward0>)
tensor(0.2926, grad_fn=<NllLossBackward0>)
tensor(0.0167, grad_fn=<NllLossBackward0>)
tensor(1.3730, grad_fn=<NllLossBackward0>)
tensor(0.7220, grad_fn=<NllLossBackward0>)
tensor(0.0249, grad_fn=<NllLossBackward0>)
tensor(1.2047, grad_fn=<NllLossBackward0>)
tensor(2.3155, grad_fn=<NllLossBackward0>)
tensor(0.0069, grad_fn=<NllLossBackward0>)
tensor(0.0064, grad_fn=<NllLossBackward0>)
tensor(0.0921, grad_fn=<NllLossBackward0>)
tensor(0.8071, grad_fn=<NllLossBackward0>)
tensor(0.0218, grad_fn=<NllLossBackward0>)
tensor(0.0191, grad_fn=<NllLossBackward0>)
tensor(0.0126, grad_fn=<NllLossBackward0>)
tensor(0.0050, grad_fn=<NllLossBackward0>)
tensor(0.2337, grad_fn=<NllLossBackward0>)
tensor(0.6309, grad_fn=<NllLossBackward0>)
tensor(0.0048, grad_fn=<NllLossBackward0>)
tensor(0.7659, grad_fn=<NllLossBackward0>)
tensor(0.0022, grad_fn=<NllLossBackward0>)
tensor(0.0125, grad_fn=<NllLossBackward0>)
tensor(0.0044, grad_fn=<NllLossBackward0>)
tensor(0.0019, grad_fn=<NllLossBackward0>)
tensor(9.1462, grad_fn=<NllLossBackward0>)
tensor(2.6263, grad_fn=<NllLossBackward0>)
tensor(0.0474, grad_fn=<NllLossBackward0>)
tensor(0.0909, grad_fn=<NllLossBackward0>)
tensor(0.0242, grad_fn=<NllLossBackward0>)
tensor(0.1101, grad_fn=<NllLossBackward0>)
tensor(0.3932, grad_fn=<NllLossBackward0>)
tensor(1.9851, grad_fn=<NllLossBackward0>)
tensor(0.3313, grad_fn=<NllLossBackward0>)
tensor(2.4743, grad_fn=<NllLossBackward0>)
tensor(0.3289, grad_fn=<NllLossBackward0>)
tensor(0.2992, grad_fn=<NllLossBackward0>)
tensor(2.1335, grad_fn=<NllLossBackward0>)
tensor(0.2411, grad_fn=<NllLossBackward0>)
tensor(2.2165, grad_fn=<NllLossBackward0>)
tensor(1.1776, grad_fn=<NllLossBackward0>)
tensor(0.2015, grad_fn=<NllLossBackward0>)
tensor(0.1861, grad_fn=<NllLossBackward0>)
tensor(1.9246, grad_fn=<NllLossBackward0>)
tensor(0.2295, grad_fn=<NllLossBackward0>)
tensor(0.2414, grad_fn=<NllLossBackward0>)
tensor(0.3160, grad_fn=<NllLossBackward0>)
tensor(1.5985, grad_fn=<NllLossBackward0>)
tensor(1.2616, grad_fn=<NllLossBackward0>)
tensor(1.8237, grad_fn=<NllLossBackward0>)
tensor(0.3571, grad_fn=<NllLossBackward0>)
tensor(0.3592, grad_fn=<NllLossBackward0>)
tensor(0.3669, grad_fn=<NllLossBackward0>)
tensor(0.2750, grad_fn=<NllLossBackward0>)
tensor(0.1948, grad_fn=<NllLossBackward0>)
tensor(0.3517, grad_fn=<NllLossBackward0>)
tensor(0.3307, grad_fn=<NllLossBackward0>)
tensor(0.2137, grad_fn=<NllLossBackward0>)
tensor(0.2774, grad_fn=<NllLossBackward0>)
tensor(0.2063, grad_fn=<NllLossBackward0>)
tensor(0.1979, grad_fn=<NllLossBackward0>)
tensor(0.2081, grad_fn=<NllLossBackward0>)
tensor(0.1619, grad_fn=<NllLossBackward0>)
tensor(0.1693, grad_fn=<NllLossBackward0>)
tensor(0.1289, grad_fn=<NllLossBackward0>)
tensor(0.1261, grad_fn=<NllLossBackward0>)
tensor(0.1291, grad_fn=<NllLossBackward0>)
tensor(0.1105, grad_fn=<NllLossBackward0>)
tensor(0.1065, grad_fn=<NllLossBackward0>)
tensor(0.1216, grad_fn=<NllLossBackward0>)
tensor(0.1012, grad_fn=<NllLossBackward0>)
tensor(0.1010, grad_fn=<NllLossBackward0>)
tensor(0.0706, grad_fn=<NllLossBackward0>)
tensor(3.2082, grad_fn=<NllLossBackward0>)
tensor(0.0961, grad_fn=<NllLossBackward0>)
tensor(0.1013, grad_fn=<NllLossBackward0>)
tensor(0.0902, grad_fn=<NllLossBackward0>)
tensor(0.0658, grad_fn=<NllLossBackward0>)
tensor(0.0639, grad_fn=<NllLossBackward0>)
tensor(0.0756, grad_fn=<NllLossBackward0>)
tensor(0.0637, grad_fn=<NllLossBackward0>)
tensor(0.0660, grad_fn=<NllLossBackward0>)
tensor(0.0952, grad_fn=<NllLossBackward0>)
tensor(0.0913, grad_fn=<NllLossBackward0>)
tensor(0.0565, grad_fn=<NllLossBackward0>)
tensor(0.0493, grad_fn=<NllLossBackward0>)
tensor(0.0486, grad_fn=<NllLossBackward0>)
tensor(0.0485, grad_fn=<NllLossBackward0>)
tensor(0.0493, grad_fn=<NllLossBackward0>)
tensor(0.0480, grad_fn=<NllLossBackward0>)
tensor(0.0430, grad_fn=<NllLossBackward0>)
tensor(0.0459, grad_fn=<NllLossBackward0>)
tensor(0.0461, grad_fn=<NllLossBackward0>)
tensor(0.0441, grad_fn=<NllLossBackward0>)
tensor(1.0044, grad_fn=<NllLossBackward0>)
tensor(0.0552, grad_fn=<NllLossBackward0>)
tensor(0.0387, grad_fn=<NllLossBackward0>)
tensor(0.9159, grad_fn=<NllLossBackward0>)
tensor(0.0381, grad_fn=<NllLossBackward0>)
tensor(0.0308, grad_fn=<NllLossBackward0>)
tensor(0.0345, grad_fn=<NllLossBackward0>)
tensor(0.0322, grad_fn=<NllLossBackward0>)
tensor(2.9354, grad_fn=<NllLossBackward0>)
tensor(1.7894, grad_fn=<NllLossBackward0>)
tensor(0.0324, grad_fn=<NllLossBackward0>)
tensor(1.2014, grad_fn=<NllLossBackward0>)
tensor(0.4607, grad_fn=<NllLossBackward0>)
tensor(0.4487, grad_fn=<NllLossBackward0>)
tensor(0.3119, grad_fn=<NllLossBackward0>)
tensor(0.5344, grad_fn=<NllLossBackward0>)
tensor(0.0549, grad_fn=<NllLossBackward0>)
tensor(0.0703, grad_fn=<NllLossBackward0>)
tensor(0.0637, grad_fn=<NllLossBackward0>)
tensor(0.2944, grad_fn=<NllLossBackward0>)
tensor(0.0493, grad_fn=<NllLossBackward0>)
tensor(0.4980, grad_fn=<NllLossBackward0>)
tensor(1.3939, grad_fn=<NllLossBackward0>)
tensor(0.3453, grad_fn=<NllLossBackward0>)
tensor(1.5967, grad_fn=<NllLossBackward0>)
tensor(0.0881, grad_fn=<NllLossBackward0>)
tensor(0.0373, grad_fn=<NllLossBackward0>)
tensor(0.0326, grad_fn=<NllLossBackward0>)
tensor(0.0342, grad_fn=<NllLossBackward0>)
tensor(0.0473, grad_fn=<NllLossBackward0>)
tensor(0.0375, grad_fn=<NllLossBackward0>)
tensor(0.0218, grad_fn=<NllLossBackward0>)
tensor(0.0271, grad_fn=<NllLossBackward0>)
tensor(4.1820, grad_fn=<NllLossBackward0>)
tensor(0.0171, grad_fn=<NllLossBackward0>)
tensor(0.0280, grad_fn=<NllLossBackward0>)
tensor(2.7663, grad_fn=<NllLossBackward0>)
tensor(0.0395, grad_fn=<NllLossBackward0>)
tensor(0.0934, grad_fn=<NllLossBackward0>)
tensor(0.0790, grad_fn=<NllLossBackward0>)
tensor(0.0656, grad_fn=<NllLossBackward0>)
tensor(0.1292, grad_fn=<NllLossBackward0>)
tensor(3.3390, grad_fn=<NllLossBackward0>)
tensor(0.1807, grad_fn=<NllLossBackward0>)
tensor(1.9923, grad_fn=<NllLossBackward0>)
tensor(2.1934, grad_fn=<NllLossBackward0>)
tensor(0.0867, grad_fn=<NllLossBackward0>)
tensor(0.4245, grad_fn=<NllLossBackward0>)
tensor(0.4033, grad_fn=<NllLossBackward0>)
tensor(0.6605, grad_fn=<NllLossBackward0>)
tensor(0.4931, grad_fn=<NllLossBackward0>)
tensor(0.4467, grad_fn=<NllLossBackward0>)
tensor(0.1214, grad_fn=<NllLossBackward0>)
tensor(1.6986, grad_fn=<NllLossBackward0>)
tensor(0.3945, grad_fn=<NllLossBackward0>)
tensor(0.2577, grad_fn=<NllLossBackward0>)
tensor(0.0958, grad_fn=<NllLossBackward0>)
tensor(0.0670, grad_fn=<NllLossBackward0>)
tensor(0.1036, grad_fn=<NllLossBackward0>)
tensor(0.1919, grad_fn=<NllLossBackward0>)
tensor(0.0940, grad_fn=<NllLossBackward0>)
tensor(2.4848, grad_fn=<NllLossBackward0>)
tensor(0.1707, grad_fn=<NllLossBackward0>)
tensor(0.1644, grad_fn=<NllLossBackward0>)
tensor(0.0524, grad_fn=<NllLossBackward0>)
tensor(0.0633, grad_fn=<NllLossBackward0>)
tensor(0.0923, grad_fn=<NllLossBackward0>)
tensor(1.9772, grad_fn=<NllLossBackward0>)
tensor(2.1519, grad_fn=<NllLossBackward0>)
tensor(0.0196, grad_fn=<NllLossBackward0>)
tensor(1.2589, grad_fn=<NllLossBackward0>)
tensor(0.0878, grad_fn=<NllLossBackward0>)
tensor(1.5926, grad_fn=<NllLossBackward0>)
tensor(0.0480, grad_fn=<NllLossBackward0>)
tensor(0.0424, grad_fn=<NllLossBackward0>)
tensor(0.4383, grad_fn=<NllLossBackward0>)
tensor(0.0733, grad_fn=<NllLossBackward0>)
tensor(0.4791, grad_fn=<NllLossBackward0>)
tensor(0.7476, grad_fn=<NllLossBackward0>)
tensor(0.1447, grad_fn=<NllLossBackward0>)
