
Using cache found in /home/daniel/.cache/torch/hub/pytorch_vision_v0.10.0
['features', 'avgpool', 'classifier']
******** Training ********
tensor(1.0057, grad_fn=<NllLossBackward0>)
tensor(0.2064, grad_fn=<NllLossBackward0>)
tensor(0.7964, grad_fn=<NllLossBackward0>)
tensor(0.7693, grad_fn=<NllLossBackward0>)
tensor(0.6265, grad_fn=<NllLossBackward0>)
tensor(1.7071, grad_fn=<NllLossBackward0>)
tensor(0.5814, grad_fn=<NllLossBackward0>)
tensor(2.3246e-05, grad_fn=<NllLossBackward0>)
tensor(1.5338, grad_fn=<NllLossBackward0>)
tensor(1.4564, grad_fn=<NllLossBackward0>)
tensor(0.0546, grad_fn=<NllLossBackward0>)
tensor(0.0467, grad_fn=<NllLossBackward0>)
tensor(1.7068, grad_fn=<NllLossBackward0>)
tensor(0.6087, grad_fn=<NllLossBackward0>)
tensor(0.1149, grad_fn=<NllLossBackward0>)
tensor(2.3842e-06, grad_fn=<NllLossBackward0>)
tensor(1.4453, grad_fn=<NllLossBackward0>)
tensor(0.0287, grad_fn=<NllLossBackward0>)
tensor(1.4523, grad_fn=<NllLossBackward0>)
tensor(7.6294e-06, grad_fn=<NllLossBackward0>)
tensor(3.5930, grad_fn=<NllLossBackward0>)
tensor(0.5813, grad_fn=<NllLossBackward0>)
tensor(0.6053, grad_fn=<NllLossBackward0>)
tensor(0.5828, grad_fn=<NllLossBackward0>)
tensor(0.0026, grad_fn=<NllLossBackward0>)
tensor(0.5789, grad_fn=<NllLossBackward0>)
tensor(1.5647, grad_fn=<NllLossBackward0>)
tensor(0.1451, grad_fn=<NllLossBackward0>)
tensor(1.4455, grad_fn=<NllLossBackward0>)
tensor(0.1198, grad_fn=<NllLossBackward0>)
tensor(0.6069, grad_fn=<NllLossBackward0>)
tensor(0.6117, grad_fn=<NllLossBackward0>)
tensor(1.4701, grad_fn=<NllLossBackward0>)
tensor(0.6061, grad_fn=<NllLossBackward0>)
tensor(0.0037, grad_fn=<NllLossBackward0>)
tensor(0.0085, grad_fn=<NllLossBackward0>)
tensor(0.6014, grad_fn=<NllLossBackward0>)
tensor(2.1418, grad_fn=<NllLossBackward0>)
tensor(1.4297, grad_fn=<NllLossBackward0>)
tensor(0.6109, grad_fn=<NllLossBackward0>)
tensor(0.4345, grad_fn=<NllLossBackward0>)
tensor(0.5776, grad_fn=<NllLossBackward0>)
tensor(0.5722, grad_fn=<NllLossBackward0>)
tensor(1.5278, grad_fn=<NllLossBackward0>)
tensor(0.4949, grad_fn=<NllLossBackward0>)
tensor(1.4482, grad_fn=<NllLossBackward0>)
tensor(0.5227, grad_fn=<NllLossBackward0>)
tensor(0.6073, grad_fn=<NllLossBackward0>)
tensor(0.4323, grad_fn=<NllLossBackward0>)
tensor(0.5762, grad_fn=<NllLossBackward0>)
tensor(0.5370, grad_fn=<NllLossBackward0>)
tensor(1.4835, grad_fn=<NllLossBackward0>)
tensor(1.5294, grad_fn=<NllLossBackward0>)
tensor(0.5588, grad_fn=<NllLossBackward0>)
tensor(0.0973, grad_fn=<NllLossBackward0>)
tensor(0.4825, grad_fn=<NllLossBackward0>)
tensor(0.2177, grad_fn=<NllLossBackward0>)
tensor(1.4724, grad_fn=<NllLossBackward0>)
tensor(0.0110, grad_fn=<NllLossBackward0>)
tensor(0.0977, grad_fn=<NllLossBackward0>)
tensor(0.0036, grad_fn=<NllLossBackward0>)
tensor(0.5950, grad_fn=<NllLossBackward0>)
tensor(0.0143, grad_fn=<NllLossBackward0>)
tensor(0.0336, grad_fn=<NllLossBackward0>)
tensor(0.6166, grad_fn=<NllLossBackward0>)
tensor(0.4877, grad_fn=<NllLossBackward0>)
tensor(0.0083, grad_fn=<NllLossBackward0>)
tensor(1.5862, grad_fn=<NllLossBackward0>)
tensor(0.5846, grad_fn=<NllLossBackward0>)
tensor(0.4856, grad_fn=<NllLossBackward0>)
tensor(0.0018, grad_fn=<NllLossBackward0>)
tensor(0.1414, grad_fn=<NllLossBackward0>)
tensor(1.6195, grad_fn=<NllLossBackward0>)
tensor(0.0261, grad_fn=<NllLossBackward0>)
tensor(0.4103, grad_fn=<NllLossBackward0>)
tensor(0.0462, grad_fn=<NllLossBackward0>)
tensor(0.0092, grad_fn=<NllLossBackward0>)
tensor(1.7690, grad_fn=<NllLossBackward0>)
tensor(0.5487, grad_fn=<NllLossBackward0>)
tensor(0.5556, grad_fn=<NllLossBackward0>)
tensor(0.0317, grad_fn=<NllLossBackward0>)
tensor(0.0039, grad_fn=<NllLossBackward0>)
tensor(0.0024, grad_fn=<NllLossBackward0>)
tensor(2.2172, grad_fn=<NllLossBackward0>)
tensor(0.0156, grad_fn=<NllLossBackward0>)
1  train Loss: 0.9592 Acc: 0.7399
******** Training ********
1  train Loss: 0.9226 Acc: 0.6224

98it [00:02, 36.95it/s]







